word,probability
msgid,1.6075102880658434e-05
trees,0.0001205632716049
apple,4.0187757201646085e-06
modes,0.0009645061728395
camps,0.0008680555555555
paris,0.0005787037037037
coach,2.4112654320987653e-05
pussy,1.6075102880658434e-05
daddy,0.0001929012345679
rates,0.0014467592592592
camel,0.0007233796296296
